song_id,chroma_stft_mean,chroma_stft_var,mfccs_mean,mfccs_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_contrast_mean,spectral_contrast_var,tonnetz_mean,tonnetz_var,rms_mean,rms_var,spectral_rolloff_mean,spectral_rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,tempo,beat_histogram
afrikaans_hip_hop_56,0.39411238,0.09754463,-2.2711992,1189.3442,2725.517596985871,1535528.727270573,2746.430410436128,311593.4087064926,22.655899936227684,121.83349872885363,-0.005504146723502515,0.005971365881216871,0.24171786,0.036441837,5728.109607696533,5924675.550215045,0.12075843811035156,0.00977666589882574,117.45383522727273,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_57,0.33244392,0.100825086,-3.687412,3376.5547,2183.5511446171276,1473726.4351245435,2368.2237366387308,319879.5363723694,26.236194170991237,103.91913794506961,-0.03690921207082929,0.033031104628444115,0.08933486,0.0042920625,4294.511375427246,4847523.833513143,0.09543685913085938,0.0060840914718573915,89.10290948275862,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_58,0.3225397,0.08707404,3.7243693,631.60315,2512.2030161140765,676279.2958483424,2808.45377707582,92998.75001926077,23.334078336489483,124.07234822271153,0.020348085981803887,0.008453465974801733,0.31369108,0.00576838,5838.433628082275,2184646.915032717,0.08879203796386718,0.0042175558731833,112.34714673913044,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_59,0.37227193,0.10372273,4.6826444,1028.0353,2670.6098511098858,1844694.5501649645,2699.55460274517,430709.12843741954,22.811739761368393,125.30258475744704,-0.007236018835298185,0.007215494225228183,0.36294615,0.011834601,5696.171493530273,6632013.571121027,0.11126785278320313,0.009710565674467944,112.34714673913044,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_6,0.3927163,0.09974367,2.607954,1451.53,2576.1987586933074,1684772.710234215,2568.2723467218957,401731.69719728164,24.01976812398421,139.47796293072216,-0.010747642374421645,0.010516185708948312,0.22552574,0.009590156,5411.781806945801,5611623.58253413,0.10428085327148437,0.009389412071905098,123.046875,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_60,0.48514608,0.07931042,4.596638,900.5848,3165.1763881019383,1228866.8890361346,3149.5984113723325,183204.1463010427,21.672213804388196,130.82631286509923,0.0001398943504781689,0.010094631177331214,0.17432156,0.0024690419,7143.606491088867,2945425.262770144,0.11058692932128907,0.007520444986730582,112.34714673913044,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_61,0.27726543,0.09407697,6.542016,683.53375,2451.4915451659645,524862.6663251363,2723.5419513602133,162173.60041721028,24.991230794005183,117.62483136451624,-0.009120214949461268,0.02156779748209377,0.3821164,0.009892462,5625.582962036133,2447146.385119756,0.09499397277832031,0.0020434154370741454,80.74951171875,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_62,0.54353833,0.07916095,5.7104716,1532.1932,2382.28732660092,1526579.4943773712,2656.7520829234286,355048.1727153805,23.144741493619524,129.97655945512537,0.00011387762740308315,0.010831551186312457,0.23953414,0.023657992,5203.801345825195,5755680.556620093,0.07615318298339843,0.005797288031171774,99.38401442307692,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_63,0.4043089,0.102824226,3.3385077,1480.4683,2080.1559023611126,1244119.2061520542,2376.0955174768387,265661.8153907665,22.883176964068387,132.66620963727794,-0.01972552167240978,0.006814037295780751,0.27727467,0.01429872,4413.5832595825195,4725173.544096979,0.07750320434570312,0.006135935019119643,92.28515625,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_64,0.48537242,0.07854139,10.683576,604.186,2495.098715705367,958698.2775973855,2724.3978643632436,240651.64087990363,20.589378122143714,134.58267063029317,0.016163399966776727,0.002911781918919143,0.39487723,0.004189444,5675.218677520752,3221504.2234624904,0.08380622863769531,0.003587383146950742,117.45383522727273,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_65,0.3937898,0.09894314,2.070284,1060.1581,2834.2616368714575,2188615.17824721,2917.377559713238,401045.5097915883,21.509080931080046,108.98411210958427,-0.00552098240663347,0.005639806437305562,0.35744828,0.02867071,6196.835289001465,7202743.694229747,0.12415657043457032,0.014966231555299603,92.28515625,[1 0 0 ... 0 0 1]
afrikaans_hip_hop_66,0.5395075,0.08264076,3.68499,1932.0621,2757.214902486544,2333418.772099111,2636.9840905482447,572947.265443445,22.73364610830693,155.36184426378585,-0.009047014951730518,0.013005313605499039,0.24241033,0.014361453,5643.751602172852,6857531.561765114,0.11118011474609375,0.015559597013052553,151.99908088235293,[1 0 0 ... 0 0 1]
